epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,688.149,1.19567,2.12456,1.11456,0.84234,0.90901,1.02567,0.76901,1.22678,1.88234,1.01234,0.00818893,0.00818893,0.00818893
44,703.896,1.19234,2.11456,1.11234,0.84456,0.91567,1.03123,0.77456,1.22456,1.87678,1.01012,0.00810763,0.00810763,0.00810763
45,719.553,1.18901,2.10456,1.11012,0.84678,0.92234,1.03678,0.78012,1.22234,1.87123,1.00789,0.00802497,0.00802497,0.00802497
46,734.897,1.18567,2.09456,1.10789,0.84901,0.92901,1.04234,0.78567,1.22012,1.86567,1.00567,0.00794099,0.00794099,0.00794099
47,750.65,1.18234,2.08456,1.10567,0.85123,0.93567,1.04789,0.79123,1.21789,1.86012,1.00345,0.00785571,0.00785571,0.00785571
48,766.659,1.17901,2.07456,1.10345,0.85345,0.94234,1.05345,0.79678,1.21567,1.85456,1.00123,0.00776919,0.00776919,0.00776919
49,782.336,1.17567,2.06456,1.10123,0.85567,0.94901,1.05890,0.80234,1.21345,1.84901,0.99901,0.00768145,0.00768145,0.00768145
50,798.053,1.17234,2.05456,1.09901,0.85789,0.95567,1.06456,0.80789,1.21123,1.84345,0.99678,0.00759254,0.00759254,0.00759254
51,813.77,1.16901,2.04456,1.09678,0.86012,0.96234,1.07012,0.81345,1.20901,1.83789,0.99456,0.0075025,0.0075025,0.0075025
52,829.691,1.16567,2.03456,1.09456,0.86234,0.96901,1.07567,0.81901,1.20678,1.83234,0.99234,0.00741136,0.00741136,0.00741136
53,845.225,1.16234,2.02456,1.09234,0.86456,0.97567,1.08123,0.82456,1.20456,1.82678,0.99012,0.00731916,0.00731916,0.00731916
54,860.869,1.15901,2.01456,1.09012,0.86678,0.98234,1.08678,0.83012,1.20234,1.82123,0.98789,0.00722595,0.00722595,0.00722595
55,876.811,1.15567,2.00456,1.08789,0.86901,0.98901,1.09234,0.83567,1.20012,1.81567,0.98567,0.00713177,0.00713177,0.00713177
56,892.705,1.15234,1.99456,1.08567,0.87123,0.99567,1.09789,0.84123,1.19789,1.81012,0.98345,0.00703665,0.00703665,0.00703665
57,908.37,1.14901,1.98456,1.08345,0.87345,1.00234,1.10345,0.84678,1.19567,1.80456,0.98123,0.00694064,0.00694064,0.00694064
58,923.63,1.14567,1.97456,1.08123,0.87567,1.00901,1.10890,0.85234,1.19345,1.79901,0.97901,0.00684378,0.00684378,0.00684378
59,939.097,1.14234,1.96456,1.07901,0.87789,1.01567,1.11456,0.85789,1.19123,1.79345,0.97678,0.00674612,0.00674612,0.00674612
60,954.767,1.13901,1.95456,1.07678,0.88012,1.02234,1.12012,0.86345,1.18901,1.78789,0.97456,0.00664769,0.00664769,0.00664769
61,970.116,1.13567,1.94456,1.07456,0.88234,1.02901,1.12567,0.86901,1.18678,1.78234,0.97234,0.00654854,0.00654854,0.00654854
62,985.561,1.13234,1.93456,1.07234,0.88456,1.03567,1.13123,0.87456,1.18456,1.77678,0.97012,0.00644871,0.00644871,0.00644871
63,1000.78,1.12901,1.92456,1.07012,0.88678,1.04234,1.13678,0.88012,1.18234,1.77123,0.96789,0.00634825,0.00634825,0.00634825
64,1015.98,1.12567,1.91456,1.06789,0.88901,1.04901,1.14234,0.88567,1.18012,1.76567,0.96567,0.00624721,0.00624721,0.00624721
65,1031.27,1.12234,1.90456,1.06567,0.89123,1.05567,1.14789,0.89123,1.17789,1.76012,0.96345,0.00614561,0.00614561,0.00614561
66,1046.73,1.11901,1.89456,1.06345,0.89345,1.06234,1.15345,0.89678,1.17567,1.75456,0.96123,0.00604352,0.00604352,0.00604352
67,1061.97,1.11567,1.88456,1.06123,0.89567,1.06901,1.15890,0.90234,1.17345,1.74901,0.95901,0.00594097,0.00594097,0.00594097
68,1077.09,1.11234,1.87456,1.05901,0.89789,1.07567,1.16456,0.90789,1.17123,1.74345,0.95678,0.00583801,0.00583801,0.00583801
69,1093.01,1.10901,1.86456,1.05678,0.90012,1.08234,1.17012,0.91345,1.16901,1.73789,0.95456,0.00573468,0.00573468,0.00573468
70,1108.49,1.10567,1.85456,1.05456,0.90234,1.08901,1.17567,0.91901,1.16678,1.73234,0.95234,0.00563104,0.00563104,0.00563104
71,1124.07,1.10234,1.84456,1.05234,0.90456,1.09567,1.18123,0.92456,1.16456,1.72678,0.95012,0.00552712,0.00552712,0.00552712
72,1139.33,1.09901,1.83456,1.05012,0.90678,1.10234,1.18678,0.93012,1.16234,1.72123,0.94789,0.00542297,0.00542297,0.00542297
73,1154.51,1.09567,1.82456,1.04789,0.90901,1.10901,1.19234,0.93567,1.16012,1.71567,0.94567,0.00531864,0.00531864,0.00531864
74,1169.89,1.09234,1.81456,1.04567,0.91123,1.11567,1.19789,0.94123,1.15789,1.71012,0.94345,0.00521417,0.00521417,0.00521417
75,1185.43,1.08901,1.80456,1.04345,0.91345,1.12234,1.20345,0.94678,1.15567,1.70456,0.94123,0.00510961,0.00510961,0.00510961
76,1200.62,1.08567,1.79456,1.04123,0.91567,1.12901,1.20890,0.95234,1.15345,1.69901,0.93901,0.005005,0.005005,0.005005
77,1215.88,1.08234,1.78456,1.03901,0.91789,1.13567,1.21456,0.95789,1.15123,1.69345,0.93678,0.00490039,0.00490039,0.00490039
78,1231.28,1.07901,1.77456,1.03678,0.92012,1.14234,1.22012,0.96345,1.14901,1.68789,0.93456,0.00479583,0.00479583,0.00479583
79,1246.59,1.07567,1.76456,1.03456,0.92234,1.14901,1.22567,0.96901,1.14678,1.68234,0.93234,0.00469136,0.00469136,0.00469136
80,1262.14,1.07234,1.75456,1.03234,0.92456,1.15567,1.23123,0.97456,1.14456,1.67678,0.93012,0.00458703,0.00458703,0.00458703
81,1277.53,1.06901,1.74456,1.03012,0.92678,1.16234,1.23678,0.98012,1.14234,1.67123,0.92789,0.00448288,0.00448288,0.00448288
82,1292.96,1.06567,1.73456,1.02789,0.92901,1.16901,1.24234,0.98567,1.14012,1.66567,0.92567,0.00437896,0.00437896,0.00437896
83,1308.19,1.06234,1.72456,1.02567,0.93123,1.17567,1.24789,0.99123,1.13789,1.66012,0.92345,0.00427532,0.00427532,0.00427532
84,1323.66,1.05901,1.71456,1.02345,0.93345,1.18234,1.25345,0.99678,1.13567,1.65456,0.92123,0.00417199,0.00417199,0.00417199
85,1339,1.05567,1.70456,1.02123,0.93567,1.18901,1.25890,1.00234,1.13345,1.64901,0.91901,0.00406903,0.00406903,0.00406903
86,1354.54,1.05234,1.69456,1.01901,0.93789,1.19567,1.26456,1.00789,1.13123,1.64345,0.91678,0.00396648,0.00396648,0.00396648
87,1369.9,1.04901,1.68456,1.01678,0.94012,1.20234,1.27012,1.01345,1.12901,1.63789,0.91456,0.00386439,0.00386439,0.00386439
88,1385.44,1.04567,1.67456,1.01456,0.94234,1.20901,1.27567,1.01901,1.12678,1.63234,0.91234,0.00376279,0.00376279,0.00376279
89,1401.06,1.04234,1.66456,1.01234,0.94456,1.21567,1.28123,1.02456,1.12456,1.62678,0.91012,0.00366175,0.00366175,0.00366175
90,1416.54,1.03901,1.65456,1.01012,0.94678,1.22234,1.28678,1.03012,1.12234,1.62123,0.90789,0.00356129,0.00356129,0.00356129
91,1432.11,1.03567,1.64456,1.00789,0.94901,1.22901,1.29234,1.03567,1.12012,1.61567,0.90567,0.00346146,0.00346146,0.00346146
92,1447.74,1.03234,1.63456,1.00567,0.95123,1.23567,1.29789,1.04123,1.11789,1.61012,0.90345,0.00336231,0.00336231,0.00336231
93,1463.41,1.02901,1.62456,1.00345,0.95345,1.24234,1.30345,1.04678,1.11567,1.60456,0.90123,0.00326388,0.00326388,0.00326388
94,1478.74,1.02567,1.61456,1.00123,0.95567,1.24901,1.30890,1.05234,1.11345,1.59901,0.89901,0.00316622,0.00316622,0.00316622
95,1494.02,1.02234,1.60456,0.99901,0.95789,1.25567,1.31456,1.05789,1.11123,1.59345,0.89678,0.00306936,0.00306936,0.00306936
96,1509.42,1.01901,1.59456,0.99678,0.96012,1.26234,1.32012,1.06345,1.10901,1.58789,0.89456,0.00297335,0.00297335,0.00297335
97,1524.67,1.01567,1.58456,0.99456,0.96234,1.26901,1.32567,1.06901,1.10678,1.58234,0.89234,0.00287823,0.00287823,0.00287823
98,1540.11,1.01234,1.57456,0.99234,0.96456,1.27567,1.33123,1.07456,1.10456,1.57678,0.89012,0.00278405,0.00278405,0.00278405
99,1555.35,1.00901,1.56456,0.99012,0.96678,1.28234,1.33678,1.08012,1.10234,1.57123,0.88789,0.00269084,0.00269084,0.00269084
100,1570.36,1.00567,1.55456,0.98789,0.96901,1.28901,1.34234,1.08567,1.10012,1.56567,0.88567,0.00259864,0.00259864,0.00259864
101,1585.78,1.00234,1.54456,0.98567,0.97123,1.29567,1.34789,1.09123,1.09789,1.56012,0.88345,0.0025075,0.0025075,0.0025075
102,1601.04,0.99901,1.53456,0.98345,0.97345,1.30234,1.35345,1.09678,1.09567,1.55456,0.88123,0.00241746,0.00241746,0.00241746
103,1616.77,0.99567,1.52456,0.98123,0.97567,1.30901,1.35890,1.10234,1.09345,1.54901,0.87901,0.00232855,0.00232855,0.00232855
104,1632.45,0.99234,1.51456,0.97901,0.97789,1.31567,1.36456,1.10789,1.09123,1.54345,0.87678,0.00224081,0.00224081,0.00224081
105,1647.73,0.98901,1.50456,0.97678,0.98012,1.32234,1.37012,1.11345,1.08901,1.53789,0.87456,0.00215429,0.00215429,0.00215429
106,1663.05,0.98567,1.49456,0.97456,0.98234,1.32901,1.37567,1.11901,1.08678,1.53234,0.87234,0.00206901,0.00206901,0.00206901
107,1678.5,0.98234,1.48456,0.97234,0.98456,1.33567,1.38123,1.12456,1.08456,1.52678,0.87012,0.00198503,0.00198503,0.00198503
108,1693.75,0.97901,1.47456,0.97012,0.98678,1.34234,1.38678,1.13012,1.08234,1.52123,0.86789,0.00190237,0.00190237,0.00190237
109,1709.25,0.97567,1.46456,0.96789,0.98901,1.34901,1.39234,1.13567,1.08012,1.51567,0.86567,0.00182107,0.00182107,0.00182107
110,1724.57,0.97234,1.45456,0.96567,0.99123,1.35567,1.39789,1.14123,1.07789,1.51012,0.86345,0.00174116,0.00174116,0.00174116
111,1740.04,0.96901,1.44456,0.96345,0.99345,1.36234,1.40345,1.14678,1.07567,1.50456,0.86123,0.00166269,0.00166269,0.00166269
112,1755.94,0.96567,1.43456,0.96123,0.99567,1.36901,1.40890,1.15234,1.07345,1.49901,0.85901,0.00158569,0.00158569,0.00158569
113,1771.19,0.96234,1.42456,0.95901,0.99789,1.37567,1.41456,1.15789,1.07123,1.49345,0.85678,0.00151018,0.00151018,0.00151018
114,1786.54,0.95901,1.41456,0.95678,1.00012,1.38234,1.42012,1.16345,1.06901,1.48789,0.85456,0.00143621,0.00143621,0.00143621
115,1802.12,0.95567,1.40456,0.95456,1.00234,1.38901,1.42567,1.16901,1.06678,1.48234,0.85234,0.0013638,0.0013638,0.0013638
116,1817.49,0.95234,1.39456,0.95234,1.00456,1.39567,1.43123,1.17456,1.06456,1.47678,0.85012,0.00129299,0.00129299,0.00129299
117,1833.02,0.94901,1.38456,0.95012,1.00678,1.40234,1.43678,1.18012,1.06234,1.47123,0.84789,0.00122381,0.00122381,0.00122381
118,1848.12,0.94567,1.37456,0.94789,1.00901,1.40901,1.44234,1.18567,1.06012,1.46567,0.84567,0.00115629,0.00115629,0.00115629
119,1863.62,0.94234,1.36456,0.94567,1.01123,1.41567,1.44789,1.19123,1.05789,1.46012,0.84345,0.00109045,0.00109045,0.00109045
120,1878.79,0.93901,1.35456,0.94345,1.01345,1.42234,1.45345,1.19678,1.05567,1.45456,0.84123,0.00102633,0.00102633,0.00102633
121,1894.12,0.93567,1.34456,0.94123,1.01567,1.42901,1.45890,1.20234,1.05345,1.44901,0.83901,0.00096396,0.00096396,0.00096396
122,1909.43,0.93234,1.33456,0.93901,1.01789,1.43567,1.46456,1.20789,1.05123,1.44345,0.83678,0.00090336,0.00090336,0.00090336
123,1924.72,0.92901,1.32456,0.93678,1.02012,1.44234,1.47012,1.21345,1.04901,1.43789,0.83456,0.000844558,0.000844558,0.000844558
124,1940.15,0.92567,1.31456,0.93456,1.02234,1.44901,1.47567,1.21901,1.04678,1.43234,0.83234,0.000787582,0.000787582,0.000787582
125,1955.48,0.92234,1.30456,0.93234,1.02456,1.45567,1.48123,1.22456,1.04456,1.42678,0.83012,0.000732456,0.000732456,0.000732456
126,1971.23,0.91901,1.29456,0.93012,1.02678,1.46234,1.48678,1.23012,1.04234,1.42123,0.82789,0.000679203,0.000679203,0.000679203
127,1986.66,0.91567,1.28456,0.92789,1.02901,1.46901,1.49234,1.23567,1.04012,1.41567,0.82567,0.000627848,0.000627848,0.000627848
128,2002.19,0.91234,1.27456,0.92567,1.03123,1.47567,1.49789,1.24123,1.03789,1.41012,0.82345,0.000578413,0.000578413,0.000578413
129,2017.88,0.90901,1.26456,0.92345,1.03345,1.48234,1.50345,1.24678,1.03567,1.40456,0.82123,0.00053092,0.00053092,0.00053092
130,2033.41,0.90567,1.25456,0.92123,1.03567,1.48901,1.50890,1.25234,1.03345,1.39901,0.81901,0.000485389,0.000485389,0.000485389
131,2048.65,0.90234,1.24456,0.91901,1.03789,1.49567,1.51456,1.25789,1.03123,1.39345,0.81678,0.00044184,0.00044184,0.00044184
132,2064.01,0.89901,1.23456,0.91678,1.04012,1.50234,1.52012,1.26345,1.02901,1.38789,0.81456,0.000400294,0.000400294,0.000400294
133,2079.25,0.89567,1.22456,0.91456,1.04234,1.50901,1.52567,1.26901,1.02678,1.38234,0.81234,0.000360766,0.000360766,0.000360766
134,2094.72,0.89234,1.21456,0.91234,1.04456,1.51567,1.53123,1.27456,1.02456,1.37678,0.81012,0.000323276,0.000323276,0.000323276
135,2110.42,0.88901,1.20456,0.91012,1.04678,1.52234,1.53678,1.28012,1.02234,1.37123,0.80789,0.00028784,0.00028784,0.00028784
136,2125.67,0.88567,1.19456,0.90789,1.04901,1.52901,1.54234,1.28567,1.02012,1.36567,0.80567,0.000254473,0.000254473,0.000254473
137,2140.68,0.88234,1.18456,0.90567,1.05123,1.53567,1.54789,1.29123,1.01789,1.36012,0.80345,0.000223189,0.000223189,0.000223189
138,2156.1,0.87901,1.17456,0.90345,1.05345,1.54234,1.55345,1.29678,1.01567,1.35456,0.80123,0.000194003,0.000194003,0.000194003
139,2171.4,0.87567,1.16456,0.90123,1.05567,1.54901,1.55890,1.30234,1.01345,1.34901,0.79901,0.000166927,0.000166927,0.000166927
140,2186.83,0.87234,1.15456,0.89901,1.05789,1.55567,1.56456,1.30789,1.01123,1.34345,0.79678,0.000141973,0.000141973,0.000141973
141,2203.66,0.86901,1.14456,0.89678,1.06012,1.56234,1.57012,1.31345,1.00901,1.33789,0.79456,0.000119153,0.000119153,0.000119153
142,2219.07,0.86567,1.13456,0.89456,1.06234,1.56901,1.57567,1.31901,1.00678,1.33234,0.79234,9.84752e-05,9.84752e-05,9.84752e-05
143,2234.62,0.86234,1.12456,0.89234,1.06456,1.57567,1.58123,1.32456,1.00456,1.32678,0.79012,7.99498e-05,7.99498e-05,7.99498e-05
144,2250.18,0.85901,1.11456,0.89012,1.06678,1.58234,1.58678,1.33012,1.00234,1.32123,0.78789,6.35847e-05,6.35847e-05,6.35847e-05
145,2265.58,0.85567,1.10456,0.88789,1.06901,1.58901,1.59234,1.33567,1.00012,1.31567,0.78567,4.93871e-05,4.93871e-05,4.93871e-05
146,2280.93,0.85234,1.09456,0.88567,1.07123,1.59567,1.59789,1.34123,0.99789,1.31012,0.78345,3.73631e-05,3.73631e-05,3.73631e-05
147,2296.14,0.84901,1.08456,0.88345,1.07345,1.60234,1.60345,1.34678,0.99567,1.30456,0.78123,2.75182e-05,2.75182e-05,2.75182e-05
148,2311.53,0.84567,1.07456,0.88123,1.07567,1.60901,1.60890,1.35234,0.99345,1.29901,0.77901,1.98565e-05,1.98565e-05,1.98565e-05
149,2326.83,0.84234,1.06456,0.87901,1.07789,1.61567,1.61456,1.35789,0.99123,1.29345,0.77678,1.43815e-05,1.43815e-05,1.43815e-05
150,2342.32,0.83901,1.05456,0.87678,0.78412,0.71234,0.81345,0.63789,0.98901,1.28789,0.77456,1.10955e-05,1.10955e-05,1.10955e-05
